distance,speed,weather,isOpen,favorite,clickCount,lastClickedDate,theme,fclass,cluster_score,colocation_score,interestScore
1.54,45.65,1,1,1,10,105,0,22,0.474,0.404,0.0
1.53,49.73,3,1,1,4,34,4,47,0.547,0.474,0.0
1.65,39.65,1,1,1,3,452,5,72,0.163,0.258,0.0
0.48,33.19,2,1,0,13,2,3,22,0.769,0.697,0.707
0.18,5.78,2,1,0,4,135,5,71,0.227,0.265,0.0
2.27,5.5,1,1,1,1,425,3,71,0.284,0.194,0.0
1.41,49.37,1,1,0,4,385,0,45,0.187,0.35,0.399
18.85,4.59,1,0,0,0,112,2,33,0.344,0.104,0.0
0.03,5.83,3,1,0,9,155,3,7,0.523,0.49,0.0
2.68,6.66,2,1,0,3,144,5,63,0.141,0.245,0.0
0.53,4.2,1,1,0,7,79,4,70,0.434,0.506,0.0
0.2,4.89,1,1,0,2,226,0,54,0.176,0.33,0.0
1.78,5.69,1,0,0,7,80,4,28,0.555,0.515,0.0
1.58,5.35,2,0,1,0,328,0,60,0.182,0.309,0.333
0.38,33.26,3,1,1,6,21,4,16,0.592,0.515,0.0
5.0,36.89,1,0,0,1,180,2,64,0.288,0.225,0.0
0.87,18.4,1,1,1,26,28,5,17,0.659,0.767,0.0
0.0,5.54,1,1,0,7,66,2,74,0.419,0.534,0.0
0.24,19.11,2,1,1,10,44,4,3,0.398,0.461,0.0
1.21,11.69,2,1,1,3,111,4,48,0.563,0.539,0.0
1.17,38.55,3,0,1,10,74,1,40,0.336,0.554,0.0
7.32,16.77,2,1,0,5,153,5,4,0.546,0.481,0.0
10.32,16.23,2,1,0,1,54,5,66,0.209,0.373,0.0
18.87,33.06,2,1,1,3,456,2,22,0.159,0.137,0.0
3.04,4.04,3,1,0,1,19,5,6,0.376,0.335,0.0
0.58,12.01,3,1,1,3,166,3,34,0.341,0.233,0.0
2.64,3.5,2,0,1,6,67,5,4,0.589,0.32,0.0
19.72,4.22,3,1,0,4,407,2,46,0.305,0.131,0.0
15.63,5.35,2,1,0,5,162,2,43,0.545,0.533,0.0
0.04,43.53,3,0,1,4,268,0,39,0.345,0.218,0.503
2.32,5.75,3,0,0,4,105,3,53,0.445,0.321,0.0
14.61,15.94,3,0,1,25,10,4,20,0.634,0.777,0.0
69.79,29.7,3,1,0,5,93,5,4,0.116,0.162,0.0
1.92,49.04,2,1,1,4,22,0,26,0.662,0.685,0.0
0.43,18.65,2,0,0,2,250,5,35,0.328,0.216,0.0
0.9,6.54,1,1,1,8,33,5,74,0.476,0.481,0.0
1.78,3.39,1,0,0,3,28,2,25,0.675,0.626,0.0
1.58,3.09,1,1,1,9,16,2,22,0.724,0.631,0.0
0.03,6.59,3,1,0,2,144,1,57,0.302,0.495,0.0
0.3,5.03,3,1,0,23,12,3,15,0.707,0.788,0.0
2.65,4.65,1,1,1,0,26,5,64,0.347,0.313,0.0
5.0,47.47,2,0,1,14,28,0,56,0.698,0.717,0.0
7.54,5.41,2,1,0,9,66,1,68,0.492,0.361,0.0
1.53,4.11,2,0,0,7,19,4,74,0.716,0.653,0.332
84.03,49.74,1,1,0,20,3,0,12,0.751,0.654,0.0
11.05,6.78,3,1,1,3,58,3,65,0.445,0.401,0.0
1.9,10.08,1,0,1,22,19,1,47,0.781,0.776,0.0
12.07,6.73,3,1,0,5,27,2,32,0.342,0.473,0.0
0.87,4.8,3,0,0,20,23,0,65,0.734,0.679,0.0
0.96,6.48,1,1,0,1,278,4,33,0.19,0.4,0.0
1.41,3.86,3,1,0,5,54,1,20,0.322,0.476,0.0
40.78,17.22,1,1,0,6,25,1,53,0.691,0.653,0.0
0.6,15.43,3,1,0,3,50,2,31,0.246,0.391,0.0
13.9,16.58,1,1,0,3,33,2,46,0.178,0.1,0.0
1.04,10.37,1,0,1,5,63,2,14,0.185,0.246,0.475
1.75,31.22,1,1,1,0,51,3,46,0.111,0.302,0.643
0.6,4.52,1,0,1,8,146,0,9,0.353,0.557,0.553
0.54,4.42,3,1,0,1,156,1,59,0.407,0.313,0.0
5.0,15.63,1,1,1,4,88,4,72,0.529,0.432,0.753
0.72,13.25,1,0,0,10,72,0,14,0.436,0.556,0.0
0.64,5.13,1,0,1,1,140,3,43,0.345,0.124,0.0
0.99,4.36,1,0,1,3,505,2,45,0.214,0.155,0.0
17.63,4.9,3,1,0,5,154,1,23,0.343,0.391,0.0
2.41,27.76,1,1,0,3,461,5,31,0.377,0.147,0.0
0.69,17.61,3,1,0,3,562,5,52,0.101,0.119,0.0
7.76,19.87,1,1,0,7,133,4,74,0.403,0.534,0.422
10.19,5.45,1,1,1,7,18,2,47,0.604,0.786,0.0
0.62,44.59,2,1,1,2,175,1,28,0.416,0.337,0.751
9.76,13.77,3,1,0,0,542,3,26,0.16,0.195,0.0
0.1,19.12,1,1,0,10,52,5,61,0.592,0.531,0.0
0.49,3.57,1,1,1,1,170,5,16,0.113,0.12,0.0
0.66,6.71,1,1,1,3,241,2,54,0.19,0.297,0.669
1.89,17.69,2,1,0,1,382,3,8,0.203,0.379,0.0
9.41,16.16,3,1,1,0,113,5,57,0.121,0.177,0.0
0.03,3.51,1,0,1,8,115,1,0,0.584,0.527,0.0
15.15,3.03,1,1,1,9,145,1,44,0.526,0.588,0.0
0.11,4.12,3,1,1,7,172,0,20,0.559,0.571,0.0
1.22,39.59,2,1,0,8,154,1,74,0.464,0.394,0.0
0.35,3.96,2,1,1,3,17,0,27,0.656,0.707,0.852
14.11,5.69,3,1,0,4,315,1,4,0.205,0.316,0.0
49.68,4.23,3,1,0,4,306,1,37,0.158,0.282,0.0
0.53,25.91,2,0,0,20,19,4,20,0.63,0.779,0.0
1.22,4.84,1,1,1,10,21,0,66,0.625,0.692,0.0
2.08,18.41,3,0,0,3,492,4,60,0.16,0.395,0.0
0.25,6.94,3,1,1,0,43,5,16,0.278,0.133,0.0
0.79,14.83,1,1,1,15,5,5,39,0.745,0.79,0.0
2.19,3.14,2,1,0,9,166,2,11,0.467,0.52,0.0
0.74,18.99,2,0,0,6,19,2,14,0.599,0.394,0.381
0.63,3.31,1,1,0,5,170,5,12,0.471,0.465,0.0
1.97,13.51,2,1,0,6,73,4,18,0.404,0.43,0.0
1.15,35.26,3,1,1,5,83,1,73,0.511,0.581,0.0
3.65,6.68,1,1,0,7,179,1,10,0.562,0.368,0.0
5.68,5.28,2,0,0,3,68,0,58,0.566,0.499,0.0
0.18,16.78,2,1,0,0,162,4,9,0.382,0.378,0.0
19.78,3.58,1,0,1,6,67,0,64,0.481,0.407,0.0
14.81,30.24,1,0,1,10,136,1,7,0.58,0.591,0.0
0.56,15.13,3,1,0,2,437,5,37,0.155,0.24,0.0
58.48,12.43,2,0,0,5,136,3,64,0.35,0.396,0.0
1.13,48.42,2,1,1,3,389,5,72,0.18,0.193,0.0
0.34,4.0,1,1,0,0,96,0,18,0.337,0.355,0.43
66.21,47.11,3,1,0,0,144,2,40,0.358,0.362,0.0
8.49,5.51,3,0,0,6,92,1,40,0.483,0.342,0.0
0.2,5.59,3,0,1,4,14,1,12,0.51,0.395,0.0
0.13,15.94,2,0,0,1,422,3,52,0.399,0.137,0.313
0.46,5.29,2,1,0,2,99,4,72,0.357,0.305,0.421
5.89,16.16,3,0,0,0,38,3,28,0.352,0.221,0.0
15.81,26.39,2,0,0,0,405,1,14,0.335,0.187,0.0
3.48,16.74,1,1,1,1,600,4,24,0.139,0.141,0.0
1.67,37.52,2,1,0,4,130,4,72,0.392,0.452,0.449
0.35,5.99,2,0,0,6,176,1,55,0.464,0.347,0.0
56.68,14.13,2,1,0,10,23,2,24,0.461,0.449,0.0
2.28,4.94,2,0,0,10,25,3,9,0.648,0.668,0.0
7.35,12.27,1,1,0,4,18,1,38,0.568,0.567,0.0
1.58,5.79,1,1,1,5,153,1,15,0.375,0.236,0.0
0.04,4.65,1,1,0,6,108,2,73,0.465,0.59,0.0
2.12,16.41,2,1,1,3,15,0,17,0.655,0.666,0.841
1.37,6.13,1,0,1,0,13,3,35,0.356,0.383,0.0
11.05,4.07,3,1,0,4,15,5,2,0.233,0.386,0.0
1.17,3.23,1,0,1,4,35,0,65,0.526,0.464,0.0
17.04,18.1,2,0,1,4,126,2,16,0.467,0.589,0.0
0.72,5.8,2,1,1,3,290,0,42,0.264,0.244,0.656
17.01,4.85,3,0,1,9,22,4,51,0.324,0.512,0.0
0.97,4.46,3,1,0,3,94,3,25,0.46,0.441,0.0
0.09,4.63,1,0,0,0,96,1,15,0.408,0.353,0.0
0.61,13.41,2,1,0,5,143,1,56,0.338,0.388,0.435
19.25,4.06,1,1,1,7,162,4,31,0.568,0.313,0.0
0.94,4.81,3,1,0,2,146,4,53,0.158,0.157,0.0
2.69,5.66,2,1,0,4,519,0,63,0.131,0.204,0.0
1.42,4.28,3,1,1,4,31,4,61,0.147,0.348,0.0
5.0,13.06,3,1,0,5,107,2,64,0.345,0.261,0.0
0.15,29.75,3,1,0,0,12,3,71,0.314,0.409,0.0
17.79,5.11,1,0,1,3,19,4,16,0.783,0.608,0.0
3.08,16.28,1,1,0,4,18,4,35,0.555,0.555,0.0
0.2,31.21,1,0,0,8,157,3,22,0.455,0.563,0.386
1.92,6.76,1,1,0,5,101,1,48,0.403,0.538,0.0
1.39,19.87,1,0,0,4,534,4,5,0.256,0.146,0.0
1.16,6.72,2,1,0,5,205,3,3,0.136,0.201,0.325
0.29,6.22,1,1,1,6,12,5,67,0.417,0.588,0.0
18.63,5.48,3,1,1,0,40,4,45,0.346,0.337,0.0
1.84,31.01,1,1,0,8,96,2,2,0.303,0.538,0.0
3.51,3.39,2,1,1,3,552,1,42,0.151,0.196,0.0
1.02,4.24,1,1,0,1,115,0,55,0.353,0.37,0.0
2.18,3.66,2,1,0,3,375,3,34,0.314,0.175,0.0
3.21,36.88,1,0,1,5,23,2,14,0.796,0.602,0.617
1.85,4.52,3,1,1,6,27,4,33,0.666,0.67,0.0
34.47,13.33,2,1,0,10,2,2,62,0.624,0.629,0.0
1.83,4.37,1,1,0,4,179,5,39,0.385,0.391,0.0
11.32,6.68,1,0,1,1,117,5,66,0.329,0.356,0.0
0.15,4.76,1,1,0,7,17,3,48,0.682,0.609,0.0
2.43,3.1,1,1,1,7,84,5,10,0.564,0.584,0.0
18.49,6.05,3,1,1,7,15,1,55,0.394,0.488,0.0
0.94,48.77,1,0,0,26,0,5,10,0.748,0.722,0.0
81.44,48.0,2,0,0,3,188,3,0,0.276,0.195,0.0
11.97,14.91,3,1,0,2,584,1,27,0.101,0.151,0.0
17.24,4.62,2,1,0,1,466,2,57,0.249,0.219,0.0
0.74,3.17,1,0,1,3,159,0,56,0.427,0.415,0.0
0.31,4.29,1,1,1,3,2,2,25,0.645,0.672,0.0
0.03,3.83,3,0,0,5,124,2,49,0.479,0.402,0.0
0.54,45.59,3,1,0,3,108,3,29,0.397,0.212,0.0
2.25,4.67,2,1,1,9,17,2,16,0.589,0.304,0.0
6.07,30.74,2,0,0,4,182,3,74,0.104,0.241,0.0
74.55,3.6,1,1,1,15,14,3,56,0.684,0.788,0.0
2.0,4.79,2,0,0,4,528,5,59,0.317,0.191,0.0
4.56,6.62,2,1,0,6,117,5,55,0.496,0.541,0.0
0.37,4.48,3,0,0,8,122,4,5,0.403,0.542,0.0
16.29,15.14,1,1,0,0,25,3,58,0.369,0.277,0.0
93.78,4.37,3,0,0,8,159,3,44,0.371,0.523,0.0
1.26,10.39,1,1,0,0,134,0,18,0.273,0.391,0.423
1.01,5.19,1,1,1,17,20,5,48,0.74,0.717,0.0
2.58,17.92,2,1,0,10,45,2,62,0.462,0.434,0.452
6.28,4.72,2,1,0,0,440,1,35,0.216,0.118,0.0
0.1,4.39,1,1,1,7,122,4,56,0.534,0.403,0.0
0.8,35.95,2,1,1,27,29,1,22,0.78,0.756,0.0
29.1,6.29,3,0,0,0,361,5,58,0.164,0.12,0.0
5.4,6.77,3,1,1,1,157,3,35,0.396,0.371,0.0
14.49,3.27,3,0,0,3,80,2,58,0.333,0.344,0.0
39.48,38.91,3,0,0,22,30,5,39,0.69,0.721,0.0
1.2,13.79,2,1,0,0,93,4,51,0.342,0.361,0.429
0.06,5.32,2,1,0,1,32,4,55,0.223,0.263,0.0
0.09,29.66,3,1,0,0,76,3,29,0.341,0.339,0.0
44.36,49.61,3,1,0,0,295,2,45,0.186,0.132,0.0
0.69,13.82,1,0,0,1,284,4,23,0.142,0.366,0.0
1.81,15.31,1,0,1,6,5,0,23,0.611,0.63,0.608
2.41,6.27,1,1,0,3,157,1,27,0.437,0.321,0.0
0.47,18.72,1,1,0,2,394,5,47,0.136,0.388,0.0
0.57,3.37,1,1,1,9,54,3,33,0.477,0.493,0.0
1.18,19.27,1,1,0,1,497,1,19,0.114,0.24,0.0
0.43,13.85,1,0,0,7,129,5,73,0.312,0.511,0.0
84.76,3.06,1,0,1,4,113,4,15,0.521,0.599,0.0
0.08,4.58,1,1,0,8,64,0,4,0.574,0.553,0.487
12.38,19.78,2,1,0,7,118,3,50,0.322,0.5,0.0
19.18,28.54,3,0,1,5,170,3,3,0.46,0.542,0.0
2.06,3.93,3,0,0,0,493,3,49,0.106,0.293,0.0
24.49,46.0,3,1,1,8,100,3,44,0.55,0.544,0.0
12.14,4.77,1,0,1,5,167,1,63,0.456,0.333,0.0
0.11,17.36,2,1,0,1,129,0,64,0.342,0.45,0.0
1.87,38.36,2,1,0,2,164,5,17,0.355,0.416,0.0
13.52,16.37,3,1,0,4,328,1,26,0.127,0.103,0.0
0.45,5.86,3,1,1,5,44,4,20,0.374,0.325,0.0
95.61,3.17,2,1,1,3,20,4,40,0.557,0.494,0.0
2.78,4.64,1,1,0,1,297,2,66,0.109,0.236,0.0
1.88,4.64,1,0,1,5,24,0,55,0.616,0.697,0.0
35.95,6.19,2,0,1,4,47,5,11,0.147,0.298,0.0
15.38,3.36,2,1,0,4,83,1,64,0.351,0.389,0.0
0.37,3.73,1,0,1,0,454,2,45,0.182,0.315,0.0
2.4,3.57,3,0,1,24,3,5,37,0.76,0.749,0.0
1.6,6.44,2,1,0,12,29,0,34,0.777,0.719,0.393
1.2,4.62,3,1,1,8,44,4,2,0.339,0.491,0.0
10.7,15.73,3,1,1,5,178,2,4,0.399,0.288,0.0
2.97,13.73,1,1,1,5,133,1,7,0.544,0.539,0.0
99.19,6.37,1,1,0,2,137,5,51,0.275,0.395,0.0
0.47,5.37,2,0,0,2,79,1,43,0.244,0.359,0.0
2.48,14.39,2,1,0,2,101,1,54,0.375,0.361,0.0
0.91,5.39,2,0,0,5,10,1,8,0.354,0.378,0.0
7.2,6.36,2,0,0,10,21,1,36,0.525,0.326,0.0
23.79,4.87,2,1,1,0,186,2,25,0.27,0.287,0.0
5.0,4.58,2,1,1,0,60,5,31,0.328,0.467,0.0
2.05,40.06,2,1,0,5,533,1,70,0.347,0.219,0.0
0.29,16.82,3,0,0,5,592,3,35,0.103,0.329,0.0
19.23,6.3,1,1,1,8,66,2,27,0.549,0.447,0.0
1.29,35.76,1,0,0,8,80,2,53,0.453,0.504,0.0
1.21,38.43,2,1,0,0,111,0,39,0.339,0.309,0.423
0.99,6.02,2,1,1,4,289,4,62,0.128,0.236,0.0
0.24,4.57,3,1,0,4,395,4,36,0.282,0.129,0.0
6.26,6.06,2,0,1,0,148,5,6,0.314,0.472,0.0
1.01,4.04,1,1,0,6,160,0,9,0.385,0.537,0.446
8.64,18.9,1,1,1,5,174,4,3,0.303,0.35,0.0
0.24,4.71,2,1,1,5,87,2,22,0.557,0.486,0.0
13.59,16.2,2,1,0,7,75,1,7,0.336,0.52,0.0
2.01,18.71,1,1,0,3,79,4,59,0.299,0.329,0.419
6.11,13.67,1,1,0,19,30,5,71,0.615,0.791,0.0
0.51,6.14,1,1,0,7,150,0,32,0.383,0.457,0.448
79.22,16.29,1,1,0,8,9,3,70,0.651,0.656,0.0
0.3,10.55,2,1,1,7,166,3,66,0.594,0.475,0.0
2.25,44.86,3,0,0,1,390,0,33,0.237,0.264,0.299
18.18,11.46,1,1,1,4,112,2,30,0.352,0.349,0.0
0.48,6.67,2,0,0,2,349,3,4,0.153,0.333,0.0
1.26,3.68,3,1,0,10,21,3,46,0.496,0.485,0.016
14.63,15.38,2,1,0,7,114,1,44,0.478,0.576,0.0
0.96,19.43,3,0,0,5,338,1,68,0.199,0.365,0.0
18.32,4.37,2,1,0,10,92,2,61,0.458,0.354,0.0
0.09,5.09,2,1,1,0,400,2,23,0.243,0.226,0.0
1.58,4.37,1,1,0,9,13,0,74,0.657,0.634,0.0
2.39,41.17,2,1,0,3,97,5,49,0.219,0.219,0.0
17.08,5.04,3,0,0,1,263,5,22,0.211,0.326,0.0
1.05,13.08,2,1,0,4,114,0,0,0.53,0.489,0.0
0.38,5.77,3,1,1,8,154,2,53,0.557,0.318,0.0
0.29,5.29,2,0,0,7,93,0,52,0.483,0.467,0.0
1.8,13.05,2,0,0,5,77,0,23,0.273,0.358,0.334
0.93,3.4,3,0,1,1,67,2,42,0.327,0.308,0.0
3.56,13.44,3,0,1,2,357,0,57,0.353,0.184,0.029
0.21,5.8,1,0,0,4,396,5,59,0.115,0.347,0.0
2.86,4.67,1,1,0,7,64,5,24,0.593,0.402,0.0
1.16,3.59,1,1,1,1,443,5,20,0.17,0.302,0.0
0.1,4.25,1,1,0,4,454,1,51,0.311,0.13,0.0
0.05,5.42,1,1,1,4,296,3,38,0.14,0.156,0.0
0.18,30.67,3,0,1,9,158,1,0,0.507,0.353,0.0
1.08,40.33,1,0,0,5,89,0,12,0.288,0.228,0.325
2.76,6.5,1,1,1,3,70,2,52,0.303,0.224,0.0
4.49,6.62,2,1,0,4,132,0,69,0.378,0.573,0.0
16.23,5.95,3,1,1,4,41,3,49,0.538,0.555,0.0
10.81,6.65,3,1,1,1,312,5,70,0.313,0.169,0.0
12.29,5.89,1,1,0,5,236,3,33,0.15,0.206,0.0
0.51,15.25,3,0,0,5,11,4,51,0.552,0.592,0.397
1.76,6.94,3,1,1,1,290,5,13,0.238,0.284,0.0
4.12,11.51,3,1,1,2,92,3,44,0.317,0.331,0.004
1.16,10.47,2,1,0,0,170,1,37,0.39,0.374,0.0
0.04,18.94,2,1,1,1,517,3,48,0.115,0.287,0.0
6.08,6.84,1,1,0,6,53,3,54,0.519,0.597,0.0
16.09,5.22,3,1,0,7,87,1,38,0.536,0.369,0.0
0.29,18.09,3,1,0,1,42,3,1,0.38,0.321,0.0
0.91,3.64,1,1,0,22,1,4,44,0.67,0.752,0.0
10.46,19.05,2,1,1,10,131,5,43,0.435,0.509,0.0
77.66,13.97,2,1,1,7,12,5,0,0.458,0.485,0.0
4.16,6.09,2,1,1,20,2,1,23,0.797,0.682,0.0
0.22,47.31,2,0,1,9,123,1,23,0.458,0.474,0.0
11.44,3.88,3,0,1,3,38,1,72,0.332,0.39,0.0
0.3,6.22,1,1,0,2,44,4,12,0.384,0.218,0.0
2.39,5.23,1,1,0,4,48,1,39,0.332,0.226,0.0
0.4,3.67,1,1,1,23,14,0,26,0.792,0.685,0.0
19.71,10.58,2,1,0,5,495,2,28,0.381,0.163,0.0
7.97,27.33,2,1,0,1,267,2,31,0.218,0.243,0.0
0.67,5.42,1,0,0,3,63,2,42,0.246,0.269,0.0
1.4,5.45,2,1,0,10,128,5,63,0.483,0.553,0.0
4.68,6.62,2,0,1,5,315,5,72,0.373,0.116,0.0
2.15,4.77,2,0,0,3,450,5,43,0.16,0.377,0.0
34.22,3.86,3,1,1,5,111,4,13,0.402,0.59,0.0
3.37,4.39,3,0,0,3,422,4,12,0.202,0.371,0.0
1.39,3.21,1,1,0,0,302,5,24,0.114,0.169,0.0
0.38,40.92,1,1,1,3,112,5,61,0.395,0.581,0.0
1.28,5.56,1,1,1,5,96,1,26,0.542,0.456,0.0
3.21,28.48,1,1,0,5,175,4,62,0.565,0.301,0.0
16.13,5.49,2,0,1,6,19,4,66,0.619,0.689,0.0
0.61,10.67,3,1,0,3,276,1,22,0.168,0.132,0.0
2.67,44.8,1,1,0,7,17,3,10,0.598,0.45,0.0
0.3,3.8,2,1,0,9,85,2,32,0.588,0.502,0.0
0.16,10.65,3,1,0,1,16,0,19,0.335,0.279,0.418
0.71,5.48,1,1,1,0,539,2,40,0.223,0.313,0.0
0.18,5.6,2,0,1,4,531,0,20,0.161,0.178,0.0
2.21,6.88,3,1,0,5,25,0,2,0.625,0.639,0.0
1.1,13.81,3,1,1,4,85,4,38,0.382,0.425,0.0
0.61,3.58,3,0,0,5,142,1,21,0.243,0.375,0.0
3.86,17.07,2,1,0,8,10,2,66,0.667,0.628,0.0
0.34,13.29,2,1,1,4,138,5,50,0.355,0.33,0.0
0.03,6.68,3,0,1,6,135,0,54,0.47,0.356,0.0
3.35,6.36,1,1,0,0,240,2,61,0.133,0.107,0.0
0.06,48.31,2,1,0,5,56,3,53,0.55,0.468,0.474
1.16,19.71,1,1,0,0,40,5,62,0.124,0.26,0.0
14.06,12.88,3,1,1,4,69,4,7,0.468,0.461,0.0
1.1,5.91,1,1,1,6,128,5,22,0.579,0.417,0.0
2.25,6.7,1,1,1,10,30,4,2,0.619,0.701,0.0
16.12,3.55,3,1,0,5,121,2,17,0.57,0.32,0.0
2.54,3.21,1,0,0,5,351,2,23,0.116,0.149,0.0
2.19,13.44,1,0,0,3,54,5,6,0.358,0.165,0.0
0.0,40.7,2,0,0,2,276,3,74,0.268,0.174,0.0
3.14,19.83,2,0,1,1,123,4,15,0.374,0.273,0.0
0.9,4.95,3,1,1,2,189,3,27,0.133,0.314,0.0
1.46,4.53,1,0,0,4,242,3,71,0.149,0.381,0.0
0.82,18.12,3,0,0,2,121,3,54,0.148,0.394,0.0
10.54,12.55,2,0,0,3,97,5,67,0.511,0.483,0.0
2.95,45.03,2,1,1,5,147,0,45,0.302,0.476,0.725
2.74,3.25,2,1,1,8,41,5,35,0.518,0.547,0.0
0.78,3.12,2,1,1,2,30,5,30,0.307,0.356,0.0
1.23,5.63,2,0,1,0,21,2,73,0.372,0.236,0.0
79.21,5.06,2,1,1,3,58,0,62,0.395,0.387,0.0
0.48,3.22,3,1,0,0,521,2,18,0.151,0.219,0.0
14.87,5.07,3,1,0,4,116,0,64,0.424,0.411,0.0
5.0,14.97,1,1,1,5,6,4,5,0.608,0.662,0.0
7.69,10.87,2,1,0,3,507,4,27,0.309,0.145,0.0
5.0,3.92,3,1,0,4,81,4,7,0.15,0.254,0.0
0.69,5.11,3,0,1,3,178,2,26,0.425,0.551,0.0
0.0,6.33,1,1,1,7,62,1,6,0.524,0.337,0.0
3.29,40.93,3,1,0,1,354,3,10,0.104,0.347,0.0
2.69,26.93,2,1,0,2,270,2,44,0.116,0.195,0.0
51.74,12.32,3,1,0,5,92,3,54,0.489,0.583,0.0
7.98,11.24,1,1,1,7,24,1,40,0.605,0.693,0.0
3.11,6.39,1,1,0,1,437,3,57,0.303,0.234,0.0
0.16,5.47,1,1,1,12,3,4,66,0.739,0.702,0.873
1.43,6.69,3,1,1,20,28,5,38,0.714,0.712,0.0
0.62,19.94,2,1,1,5,30,4,41,0.608,0.613,0.0
0.73,19.92,3,1,1,3,85,0,43,0.559,0.438,0.791
0.19,4.91,1,1,0,1,81,2,8,0.35,0.327,0.0
8.95,5.25,3,1,1,3,20,4,46,0.561,0.562,0.0
0.45,17.9,3,1,0,6,120,3,52,0.583,0.342,0.456
19.85,17.2,2,0,0,10,94,1,67,0.513,0.394,0.0
0.1,46.92,3,1,1,8,178,3,72,0.493,0.364,0.0
65.63,10.28,2,1,1,1,219,2,64,0.268,0.159,0.0
5.0,31.4,2,1,1,19,0,3,31,0.671,0.759,0.0
66.71,3.47,2,1,0,2,325,5,72,0.23,0.33,0.0
0.23,36.37,3,1,1,5,59,3,13,0.395,0.491,0.0
0.52,5.67,3,0,1,2,102,1,70,0.242,0.298,0.0
1.24,3.95,1,0,0,5,168,5,12,0.382,0.329,0.0
0.08,14.84,2,1,0,5,153,3,47,0.484,0.406,0.0
16.74,5.03,1,0,1,5,140,0,35,0.415,0.35,0.0
19.84,19.05,2,1,0,0,140,3,29,0.338,0.415,0.0
0.14,11.15,1,0,0,3,357,2,44,0.196,0.394,0.0
13.18,6.84,3,1,1,5,18,5,14,0.596,0.532,0.0
10.87,3.67,3,1,0,5,159,1,40,0.53,0.375,0.0
0.15,44.85,2,1,0,10,24,2,12,0.414,0.395,0.0
3.51,6.18,1,0,0,3,151,5,19,0.5,0.327,0.0
0.11,16.67,3,1,1,4,352,0,19,0.263,0.194,0.679
0.03,6.58,1,1,0,3,156,3,7,0.472,0.524,0.0
1.53,5.29,1,1,0,6,135,5,72,0.327,0.564,0.0
0.82,5.85,1,1,0,5,569,2,61,0.105,0.191,0.0
0.08,6.41,1,1,0,7,120,5,42,0.578,0.598,0.0
45.64,4.87,2,0,0,1,104,3,3,0.313,0.404,0.0
56.32,14.14,3,0,0,3,169,2,10,0.333,0.23,0.0
2.3,5.27,1,1,0,2,155,1,45,0.269,0.267,0.0
26.52,6.17,2,1,0,2,114,5,8,0.273,0.268,0.0
36.35,6.47,3,1,1,4,45,1,39,0.449,0.513,0.0
0.5,4.03,1,1,1,9,90,1,15,0.552,0.362,0.0
11.88,4.09,1,1,0,5,23,4,71,0.377,0.287,0.0
5.0,5.84,1,0,0,3,31,3,0,0.191,0.22,0.0
0.98,3.77,1,0,0,6,127,4,58,0.442,0.482,0.0
2.84,3.17,1,0,0,5,97,4,47,0.18,0.25,0.0
0.61,13.18,2,1,0,0,555,3,0,0.344,0.158,0.0
91.1,38.2,2,0,1,4,40,5,74,0.599,0.387,0.0
0.05,5.72,2,0,1,6,124,3,2,0.439,0.514,0.572
2.3,4.37,2,1,1,4,464,1,9,0.316,0.26,0.0
4.29,19.41,1,1,0,3,146,5,46,0.247,0.394,0.0
0.38,38.58,2,1,1,2,163,0,70,0.339,0.369,0.743
0.68,17.75,3,1,0,1,588,3,6,0.248,0.105,0.0
7.02,6.51,1,1,0,4,42,5,68,0.402,0.369,0.0
1.74,11.06,1,1,0,2,160,0,12,0.31,0.464,0.436
0.15,19.09,3,0,0,1,80,0,74,0.223,0.389,0.0
6.46,11.43,2,1,0,9,139,2,54,0.54,0.473,0.192
2.9,10.36,1,1,1,5,93,1,51,0.558,0.369,0.0
1.17,4.25,3,1,0,4,59,1,24,0.534,0.411,0.0
1.79,18.51,3,1,0,7,17,2,51,0.714,0.61,0.0
17.97,12.26,2,1,0,2,309,2,26,0.375,0.176,0.0
2.96,10.64,3,0,1,8,55,0,3,0.555,0.573,0.0
9.09,6.47,3,0,0,1,39,2,11,0.183,0.256,0.0
1.15,13.7,3,0,1,3,171,0,68,0.319,0.309,0.48
7.75,4.73,1,1,0,10,145,5,2,0.381,0.575,0.0
4.56,6.74,3,1,0,19,14,2,70,0.728,0.725,0.0
1.06,5.95,3,1,0,3,147,1,19,0.33,0.19,0.0
0.13,10.12,3,0,1,7,10,0,47,0.607,0.777,0.626
1.09,4.95,3,0,0,10,23,1,38,0.655,0.624,0.0
0.07,5.08,2,0,0,3,171,1,71,0.141,0.113,0.0
9.83,17.96,2,1,0,0,147,4,41,0.133,0.32,0.0
76.96,3.35,3,1,0,5,398,4,9,0.245,0.19,0.0
1.69,5.09,1,1,1,6,20,2,35,0.48,0.53,0.0
4.55,5.29,3,1,0,3,297,2,22,0.27,0.202,0.0
10.51,12.07,3,0,0,0,144,1,7,0.431,0.314,0.0
1.66,3.65,2,0,0,5,96,3,56,0.256,0.115,0.0
1.39,13.7,3,0,1,5,32,4,12,0.353,0.387,0.0
1.72,5.49,3,1,0,5,196,2,32,0.243,0.248,0.0
0.97,42.29,3,0,1,2,96,5,3,0.299,0.349,0.0
1.15,6.95,3,1,0,1,29,3,65,0.306,0.457,0.0
3.48,17.81,1,0,1,3,158,0,10,0.445,0.384,0.543
